point,date,trip,study.region,water.source,sample.freq,dry,low.stagnt,sample.only,damaged,not.found,no.access,duplicate.taken,comment,field.depth.to.water.m,field.pump.flow.mL.min,field.temp.C,field.ec.uS.cm,field.DO.mg.L,field.pH,field.ORP.mV,TA.U.ug.L,D.TA.U.ug.L,SDSU.Se.ug.L,D.SDSU.Se.ug.L,SDUS.SeO3.ug.L,D.SDSU.SeO3.ug.L,SDSU.SeO4.ug.L,D.SDSU.SeO4.ug.L,SDSU.SeTREC.ug.L,D.SDSU.SeTREC.ug.L,SDSU.Fe.mg.L,D.SDSU.Fe.mg.L,SDSU.FeTREC.mg.L,D.SDSU.FeTREC.mg.L,Ward.pH,Ward.SAR,Ward.Adjusted.SAR,Ward.TDS.Est,Ward.EC,Ward.Cations,Ward.Anions,Ward.Sodium,Ward.Calcium,Ward.Magnesium,Ward.Potassium,Ward.Total.Hardness,Ward.Nitrate,Ward.Sulfur,Ward.CO3,Ward.HCO3,Ward.Chloride,Ward.Total.Alkalinity,Ward.Boron,Ward.Fluoride,Ward.Silica,Ward.Total.Nitrogen,Ward.Ammonium..NH4.,Ward.Ortho.P,Ward.Total.P,Ward.Zinc,Ward.Dissolved.Fe,Ward.Total.Fe,Ward.Manganese,Ward.Copper,Ward.Aluminum,Ward.Total.Solids,Ward.Total.Dissolved.Solids,Ward.Total.Suspended.Solids,Ward.Nitrite,Ward.Molybdenum,Ward.Total.Organic.Carbon.ppm,D.Ward.pH,D.Ward.SAR,D.Ward.Adjusted.SAR,D.Ward.TDS.Est,D.Ward.EC,D.Ward.Cations,D.Ward.Anions,D.Ward.Sodium,D.Ward.Calcium,D.Ward.Magnesium,D.Ward.Potassium,D.Ward.Total.Hardness,D.Ward.Nitrate,D.Ward.Sulfur,D.Ward.CO3,D.Ward.HCO3,D.Ward.Chloride,D.Ward.Total.Alkalinity,D.Ward.Boron,D.Ward.Fluoride,D.Ward.Silica,D.Ward.Total.Nitrogen,D.Ward.Ammonium..NH4.,D.Ward.Ortho.P,D.Ward.Total.P,D.Ward.Zinc,D.Ward.Dissolved.Fe,D.Ward.Total.Fe,D.Ward.Manganese,D.Ward.Copper,D.Ward.Aluminum,D.Ward.Total.Solids,D.Ward.Total.Dissolved.Solids,D.Ward.Total.Suspended.Solids,D.Ward.Nitrite,D.Ward.Molybdenum,D.Ward.Total.Organic.Carbon.ppm,calc.cat.an,calc.cat.meq,calc.an.meq,calc.cat.an.pct.dif,calc.TDS,calc.TDS.pct.dif,calc.NO3,calc.SO4
48,11/19/2009,47,U,W,R,,,,,,,x,,2.13,,14.34,4360,1.68,6.9,37.9,64.8,62.4,60,60.3,,,,,,,,,,,7.2,4,4.9,,4.66,,,472,482,329,6,2576,9.8,925,1,277,89,227,0.73,,,,,,,,,,,,,,,,,,,7.3,4,4.9,,4.75,,,471,488,329,6,2591,9.9,915,1,283,89,232,0.73,,,,,,,,,,,,,,,,,,,1,71.2,65,4.6,4471,,43,2771.3
49,11/19/2009,47,U,W,R,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11/19/2009,47,U,W,R,,,,,,,x,,1.13,,13.44,1768,0.1,6.88,-290.3,54.8,55.4,18.6,19.3,,,,,,,,,,,7.2,4,5.4,,3.52,,,357,329,165,7,1510,0.1,549,1,538,98,441,0.39,,,,,,,,,,,,,,,,,,,7.2,3.9,5.3,,3.46,,,355,337,168,8,1543,0.1,550,1,526,96,431,0.41,,,,,,,,,,,,,,,,,,,1,45.3,45.4,-0.1,3141,,0,1644.8
59,11/19/2009,47,U,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,11/19/2009,47,U,W,R,,,,,,,,,1.68,,12.78,2087,4.94,7.2,99.1,19.6,,0.732,,,,,,,,,,,,7.5,3.2,4.3,,2.36,,,224,224,91,2,939,0.1,327,1,364,56,298,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.3,27.7,1,1942,,0,979.7
67,11/19/2009,47,U,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,11/19/2009,47,U,W,R,,,,,,,,,4.18,,14.83,521,3.65,6.59,199,8.6,,9.62,,,,,,,,,,,,6.8,1.9,2.4,,1.25,,,95,123,37,2,462,3.6,139,1,196,27,161,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,13.3,12.8,2,913,,16,416.4
71,11/19/2009,47,U,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,11/19/2009,47,U,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,11/19/2009,47,U,W,R,,,,,,x,,GATE LOCKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,11/20/2009,47,U,W,R,,,,,,,,,1.86,,12.26,1047,5.75,5.73,211.7,8.3,,9.81,,,,,,,,,,,,6.1,1.4,1.8,,1.2,,,73,128,42,3,495,1.9,141,1,196,32,161,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,12.9,0.4,906,,8,422.4
83,11/20/2009,47,U,W,R,,,,,,,,,1.68,,14.34,3996,0,6.79,-342.2,9.3,,10.7,,,,,,,,,,,,7.1,3.2,4.3,,3.83,,,289,315,192,23,1588,0.1,123,1,2362,457,1936,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,44.3,58.2,-13.5,4009,,0,368.5
84,11/20/2009,47,U,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,11/20/2009,47,U,W,R,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11/20/2009,47,U,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11/20/2009,47,U,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,11/20/2009,47,U,W,R,,,,,,,,,1.83,,15.22,2466,0.89,6.6,-22.3,34.2,,4.23,,,,,,,,,,,,7,2.5,3.7,,2.67,,,211,337,112,1,1309,3.8,394,1,563,44,462,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,34.9,0.1,2466,,17,1180.4
95,11/20/2009,47,U,W,R,,,,,,,,,1.37,,12.37,737,4.05,6.8,174.9,34.8,,15.1,,,,,,,,,,,,7.4,1.7,2.5,,2.14,,,131,304,76,4,1077,6.3,319,1,395,34,324,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.1,27.5,-0.7,1929,,28,955.7
201,11/20/2009,47,U,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,11/19/2009,47,U,W,R,,x,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,11/19/2009,47,U,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,11/19/2009,47,U,W,N,,,,x,,,,WELL CLOGGED,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,11/19/2009,47,U,W,R,,,,,,,,,1.95,,12.56,2470,0.95,7.23,212,10.8,,0.438,,,,,,,,,,,,7.6,3.5,4.8,,2.57,,,265,291,84,5,1078,0.1,414,1,308,65,252,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,32.9,32.4,0.7,2260,,0,1240.3
207B,11/19/2009,47,U,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60A,11/20/2009,47,U,W,R,,,,,,,,,2.62,,15.54,8381,4.07,6.94,-89.4,79.1,,64.5,,,,,,,,,,,,7.4,6.9,8.1,,5.89,,,820,452,373,4,2684,1.8,1197,1,246,93,201,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.2,80.9,4.3,5585,,8,3586.2
75C,11/19/2009,47,U,W,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79X,11/19/2009,47,U,W,R,,x,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87A,11/20/2009,47,U,W,R,,,,,,,,,2.99,,14.67,3645,1.09,5.64,-32.1,60,,16,,,,,,,,,,,,6.2,2.1,2.7,,3.76,,,230,516,255,1,2353,0.7,767,1,258,29,212,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,56.4,52.5,3.5,3592,,3,2297.9
9A,11/19/2009,47,U,W,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U12,11/20/2009,47,U,A,R,,,,,,,,,,,3.34,1654,11.95,8.12,311.8,23,,11,,,,,,,,,,,,8.3,2.1,2.6,,1.65,,,130,184,68,4,743,2.3,232,21,264,44,252,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.4,20,1,1420,,10,695.1
U127,11/20/2009,47,U,A,R,,,,,,,,,,,8.53,2260,11.33,7.93,179.7,37.4,,15.6,,,,,,,,,,,,8.1,2.3,3.1,,2.38,,,183,298,101,4,1166,3,382,12,308,55,273,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,31.1,30.4,1.1,2119,,13,1144.5
U141,11/20/2009,47,U,A,R,,,,,,,,,,,8.9,1627,11.22,7.82,219,22.8,,12.6,,,,,,,,,,,,8.3,2,2.7,,1.69,,,125,188,67,4,749,2.4,222,18,289,43,268,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.3,19.8,1.4,1410,,11,665.1
U16,11/20/2009,47,U,S,R,,,,,,,,,,,4.91,1309,12.21,8.09,207.5,17,,10.4,,,,,,,,,,,,8.2,1.8,2.2,,1.29,,,100,141,52,5,569,2.6,165,12,215,43,196,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.7,15.1,2.1,1074,,12,494.3
U161,11/20/2009,47,U,A,R,,,,,,,,,,,8.27,1062,10.68,8.07,-6.8,12.9,,11.1,,,,,,,,,,,,6.9,1.8,2.3,,1.23,,,96,131,48,5,528,2.4,156,1,227,42,186,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.7,14.7,0.2,1028,,11,467.4
U162,11/20/2009,47,U,A,R,,,,,,x,,GATE LOCKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U163,11/20/2009,47,U,A,R,,,,,,,,,,,4.63,1440,11.56,7.95,235,14.1,,13.8,,,,,,,,,,,,8.1,1.8,2.3,,1.42,,,106,164,57,5,648,2.5,190,9,227,42,201,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,17.5,16.8,2.2,1190,,11,569.2
U164,11/20/2009,47,U,A,R,,,,,,,,,,,4.88,1245,12.36,8.13,223.5,12.3,,11.4,,,,,,,,,,,,8.2,1.9,2.4,,1.27,,,101,128,50,5,528,2.2,158,15,208,42,196,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14.9,14.5,1.6,1032,,10,473.4
U167,11/20/2009,47,U,A,R,,,,,,,,,,,4.81,1301,12.46,8.13,213.1,13.1,,11.7,,,,,,,,,,,,8.2,1.8,2.4,,1.32,,,101,141,52,5,569,2.3,164,9,227,42,201,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15.7,15.1,1.9,1079,,10,491.3
U201,11/20/2009,47,U,A,R,,,,,,,,,,,8.26,2142,11.54,8.19,152.1,29.7,,12,,,,,,,,,,,,8.2,2.6,3.3,,2.07,,,184,248,89,5,991,2.2,333,24,271,59,263,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,27.7,26.8,1.6,1888,,10,997.7
U62,11/20/2009,47,U,S,R,,,,,,,,,,,8.88,2892,11.28,7.66,178.5,50.9,,21.4,,,,,,,,,,,,7.9,2.6,3.5,,2.85,,,229,398,127,4,1524,4.4,541,1,339,60,278,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,40.1,41,-1,2799,,19,1620.8
U74,11/20/2009,47,U,S,R,,,,,,,,,,,10.56,2936,12.56,7.85,182.3,54.7,,13.4,,,,,,,,,,,,8,2.5,3.5,,2.88,,,228,429,121,4,1577,3.1,554,21,320,62,298,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,41.2,41.4,-0.3,2859,,14,1659.8
U75,11/20/2009,47,U,S,R,,,,,,,x,,,,6.62,3434,15.06,8.36,183.2,26.1,28.4,14.9,14.8,,,,,,,,,,,8.3,4,5.1,,3.42,,,360,362,153,4,1543,1.4,575,21,264,92,252,0.32,,,,,,,,,,,,,,,,,,,8.3,3.9,5,,3.41,,,356,362,155,4,1551,1.4,578,21,271,92,258,0.32,,,,,,,,,,,,,,,,,,,1.1,46.1,42.5,4,2985,,6,1722.7
U95,11/20/2009,47,U,A,R,,,,,,,,,,,9.02,2235,11.39,8.08,178.5,33.2,,13.9,,,,,,,,,,,,8.2,2.3,3.1,,2.28,,,178,282,94,5,1097,2.8,359,21,271,54,258,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,29.5,28.3,2.1,1993,,12,1075.6
301,1/3/2010,48,D,W,R,,,,,,,,broken case at base,3.05,320,11.87,3.33,3.88,6.77,-129,159,,,,,,,,,,,,,,7.2,1.7,2.2,1866,3.11,46.9,37.8,169,487,181,6,1972,1.1,516,1,258,44,212,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,46.4,37.4,10.7,2697,,5,1545.9
302,1/3/2010,48,D,W,R,,,,,,,,could not find,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1/3/2010,48,D,W,R,,,,,,,,Not found - no well map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1/3/2010,48,D,W,N,,,,,,,,Broken at ground- snow covered,,,,,,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1/3/2010,48,D,W,R,,,,,,,,,,70,9.78,2001,4.42,6.77,160.2,122,,,,,,,,,,,,,,7.2,4,5.2,2064,3.44,37.8,38.4,319,286,113,7,1186,2.4,500,1,277,88,227,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,37.4,38.1,-0.9,2600,,11,1498
314,1/3/2010,48,D,W,R,,,,,,,,,2.13,340,10.13,4015,1.4,5.78,220.4,80.8,,18.1,,,,,,,,,,,,6.1,4,5.5,2190,3.65,55.6,51.4,397,498,158,12,1903,0.7,682,1,352,103,288,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,55.1,50.8,4,3568,,3,2043.3
316,1/3/2010,48,D,W,R,,,,,,,,,3.35,270,12.13,5549,1.38,6.88,159.7,53.6,,,,,,,,,,,,,,7.3,6.1,7.9,2832,4.72,61.8,57.9,595,390,196,4,1792,0.6,725,1,395,212,324,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,61.1,57.2,3.2,3968,,3,2172.1
320,1/5/2010,48,D,W,R,,,,,,,,top of casing loose,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1/5/2010,48,D,W,R,,,,,,,,confirmed destroyed-no access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1/5/2010,48,D,W,R,,,,,,,,not found-combo still good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1/5/2010,48,D,W,N,,,,,,,,confirmed destroyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1/3/2010,48,D,W,R,,,,,,,,not found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1/3/2010,48,D,W,R,,,,,,,,gate locked-no access-check this well for damage,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1/5/2010,48,D,W,R,,,,,,,,,2.9,,13.58,2777,0.63,6.08,239.8,40.1,,7.68,,,,,,,,,,,,6.5,3.3,3.8,1308,2.18,22.5,23.9,197,149,76,5,689,0.2,299,1,215,57,176,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,22.2,23.6,-3,1597,,1,895.8
334,1/3/2010,48,D,W,R,,,,,,,,closest to 4th t-pole from road,1.07,340,9.29,2339,1.89,6.53,182.8,49.7,,15,,,,,,,,,,,,6.8,3.2,3.9,1242,2.07,21.9,23.1,190,146,75,7,678,0.8,264,1,308,52,252,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,21.7,22.8,-2.4,1574,,4,790.9
335,1/5/2010,48,D,W,R,,,,,,,,,3.11,,12.68,3874,4.44,6.46,246.3,44.2,,2.14,,,,,,,,,,,,6.8,4.4,5.8,2130,3.55,49.9,44.6,405,355,170,13,1596,2.6,565,1,401,89,329,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,49.3,44.1,5.5,3139,,12,1692.7
336,1/5/2010,48,D,W,R,,,,,,,,,4.18,210,13.02,1879,9.13,7.24,244.2,20,,3.24,,,,,,,,,,,,7.7,3.1,3.6,1194,1.99,26,24.9,205,183,94,6,849,0.8,314,1,215,60,176,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.7,24.6,2.2,1708,,4,940.7
337,1/5/2010,48,D,W,R,,,,,,,,,5.67,328,13.75,2671,3,5.57,275.4,27,,,,,,,,,,,,,,7.1,4.3,6,2550,4.25,62.9,53.3,452,543,186,23,2133,0.1,644,1,476,183,390,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,62.3,52.7,8.3,3794,,0,1929.4
340,1/5/2010,48,D,W,R,,,,,,,,Destroyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1/5/2010,48,D,W,R,,,,,,,,fields converted to pivot-?destroyed?,,,,,,,,,,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1/3/2010,48,D,W,R,,,,,,,,,1.52,380,11.47,1375,0.91,6.09,220,42.7,,,,,,,,,,,,,,6.4,3.9,5.1,1824,3.04,41.4,37.4,329,325,127,12,1342,0.3,466,1,327,101,268,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,41,37,5.2,2620,,1,1396.1
345,1/5/2010,48,D,W,R,,,,,,,,confirmed destruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1/5/2010,48,D,W,R,,,,,,,,hose cut too short-case broken bgs,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1/4/2010,48,D,W,R,,,,,,,,not found,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1/4/2010,48,D,W,R,,,,,,,,,5.79,201,12.59,2037,3.16,5.57,204.7,27,,0.531,,,,,,,,,,,,6.9,3,3.7,1296,2.16,29.3,27.9,213,233,96,12,983,0.8,352,1,252,59,207,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,28.9,27.6,2.4,1924,,4,1054.6
357,1/4/2010,48,D,W,R,,,,,,,,,5.94,111,11.65,2442,1.3,6.58,197.8,116,,,,,,,,,,,,,,5.9,3.5,4.2,1428,2.38,24.5,23.8,219,170,76,6,742,0.9,285,1,258,60,212,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.2,23.5,1.4,1648,,4,853.9
361,1/4/2010,48,D,W,R,,,,,,,,,9.91,200,13.27,5.324,5.64,6.81,183.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1/5/2010,48,D,W,N,,,,,,,,confirmed destruction,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1/4/2010,48,D,W,R,,,,,,,,not enough water,2.62,,,,,,,104,,,,,,,,,,,,,,7.2,5.4,6.5,2844,4.74,53.6,48.3,499,299,201,9,1585,1.9,629,1,289,144,237,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,52.9,47.8,5.1,3335,,8,1884.5
371,1/4/2010,48,D,W,R,,,,,,,,casing broken BGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1/4/2010,48,D,W,R,,,,,,,,casing bent-can't get pump down,,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1/4/2010,48,D,W,R,,,,,,,,,7.1,64,13.12,5695,6.76,6.65,167.7,119,,66.4,,,,,,,,,,,,7,7.3,9.6,3042,5.07,80.5,74.2,802,502,244,6,2272,4.5,935,1,426,295,349,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,79.5,73.4,4,5098,,20,2801.3
